0.3636,0.7187
0.5455,0.6944
0.5455,0.6701
0.6364,0.7500
0.7273,0.5660
0.8182,0.5278
0.5455,0.7083
0.5455,0.7604
0.4545,0.7674
0.6364,0.4826
