image_pathname,adapter_size,camera_type,objective_magnification,objective_name,output_resolution,project_name,slide_creationdatetime,slide_type,micrometer_per_pixel_x,micrometer_per_pixel_y,scanner_camera_type,scanner_hardware_version,bounds_height,bounds_width,mpp_x,mpp_y,objective_power,vendor
/home/weismanal/projects/idibell/repo/data/0029468706.mrxs,1.6,Adimec Q-12A-180Fc,40,Plan-Apochromat,82.4433265276053,PannoramicSlide,07/05/2021 13:06:52,SLIDE_TYPE_BRIGHTFIELD,0.121267361111111,0.121323529411765,Adimec Q-12A-180Fc,Pannoramic 1000,338688,190720,0.121267361111111,0.121323529411765,40,mirax
/home/weismanal/projects/idibell/repo/data/0029553565.mrxs,1.6,Adimec Q-12A-180Fc,20,Plan-Apochromat,41.2216632638026,PannoramicSlide,03/12/2021 17:40:45,SLIDE_TYPE_BRIGHTFIELD,0.242534722222222,0.242647058823529,Adimec Q-12A-180Fc,Pannoramic 1000,191744,100608,0.242534722222222,0.24264705882352899,20,mirax
/home/weismanal/projects/idibell/repo/data/0030657581.mrxs,1.6,Adimec Q-12A-180Fc,20,Plan-Apochromat,41.2216632638026,PannoramicSlide,03/12/2021 17:42:24,SLIDE_TYPE_BRIGHTFIELD,0.242534722222222,0.242647058823529,Adimec Q-12A-180Fc,Pannoramic 1000,133120,100352,0.242534722222222,0.24264705882352899,20,mirax
/home/weismanal/projects/idibell/repo/data/0035146620.mrxs,1.6,Adimec Q-12A-180Fc,20,Plan-Apochromat,41.2216632638026,PannoramicSlide,03/12/2021 17:47:01,SLIDE_TYPE_BRIGHTFIELD,0.242534722222222,0.242647058823529,Adimec Q-12A-180Fc,Pannoramic 1000,122880,97792,0.242534722222222,0.24264705882352899,20,mirax
/home/weismanal/projects/idibell/repo/data/0042034876.mrxs,1.6,Adimec Q-12A-180Fc,40,Plan-Apochromat,63.0629921773564,PannoramicSlide,28/06/2021 19:48:17,SLIDE_TYPE_BRIGHTFIELD,0.158309027777778,0.158834185848252,Adimec Q-12A-180Fc,Pannoramic 1000,221952,117760,0.158309027777778,0.15883418584825201,40,mirax
/home/weismanal/projects/idibell/repo/data/0042711961.mrxs,1.6,Adimec Q-12A-180Fc,40,Plan-Apochromat,63.0629921773564,PannoramicSlide,28/06/2021 20:25:14,SLIDE_TYPE_BRIGHTFIELD,0.158309027777778,0.158834185848252,Adimec Q-12A-180Fc,Pannoramic 1000,280064,146432,0.158309027777778,0.15883418584825201,40,mirax
/home/weismanal/projects/idibell/repo/data/0042951302.mrxs,1.6,Adimec Q-12A-180Fc,40,Plan-Apochromat,63.0629921773564,PannoramicSlide,28/06/2021 21:13:25,SLIDE_TYPE_BRIGHTFIELD,0.158309027777778,0.158834185848252,Adimec Q-12A-180Fc,Pannoramic 1000,291840,147200,0.158309027777778,0.15883418584825201,40,mirax
/home/weismanal/projects/idibell/repo/data/0043824438.mrxs,1.6,Adimec Q-12A-180Fc,20,Plan-Apochromat,41.2216632638026,PannoramicSlide,03/12/2021 17:49:42,SLIDE_TYPE_BRIGHTFIELD,0.242534722222222,0.242647058823529,Adimec Q-12A-180Fc,Pannoramic 1000,124928,100352,0.242534722222222,0.24264705882352899,20,mirax
/home/weismanal/projects/idibell/repo/data/0044135054.mrxs,1.6,Adimec Q-12A-180Fc,20,Plan-Apochromat,41.2216632638026,PannoramicSlide,03/12/2021 17:50:52,SLIDE_TYPE_BRIGHTFIELD,0.242534722222222,0.242647058823529,Adimec Q-12A-180Fc,Pannoramic 1000,170496,86272,0.242534722222222,0.24264705882352899,20,mirax
/home/weismanal/projects/idibell/repo/data/0046723899.mrxs,1.6,Adimec Q-12A-180Fc,20,Plan-Apochromat,41.2216632638026,PannoramicSlide,03/12/2021 17:54:07,SLIDE_TYPE_BRIGHTFIELD,0.242534722222222,0.242647058823529,Adimec Q-12A-180Fc,Pannoramic 1000,189184,100608,0.242534722222222,0.24264705882352899,20,mirax
/home/weismanal/projects/idibell/repo/data/0046877280.mrxs,1.6,Adimec Q-12A-180Fc,40,Plan-Apochromat,63.0629921773564,PannoramicSlide,28/06/2021 20:58:45,SLIDE_TYPE_BRIGHTFIELD,0.158309027777778,0.158834185848252,Adimec Q-12A-180Fc,Pannoramic 1000,287488,149248,0.158309027777778,0.15883418584825201,40,mirax
/home/weismanal/projects/idibell/repo/data/0047176089.mrxs,1.6,Adimec Q-12A-180Fc,40,Plan-Apochromat,63.0629921773564,PannoramicSlide,28/06/2021 19:28:42,SLIDE_TYPE_BRIGHTFIELD,0.158309027777778,0.158834185848252,Adimec Q-12A-180Fc,Pannoramic 1000,266240,149248,0.158309027777778,0.15883418584825201,40,mirax
/home/weismanal/projects/idibell/repo/data/0047953852.mrxs,1.6,Adimec Q-12A-180Fc,40,Plan-Apochromat,82.4433265276053,PannoramicSlide,07/05/2021 11:53:11,SLIDE_TYPE_BRIGHTFIELD,0.121267361111111,0.121323529411765,Adimec Q-12A-180Fc,Pannoramic 1000,386560,194816,0.121267361111111,0.121323529411765,40,mirax
/home/weismanal/projects/idibell/repo/data/0048086809.mrxs,1.6,Adimec Q-12A-180Fc,40,Plan-Apochromat,63.0629921773564,PannoramicSlide,28/06/2021 18:21:22,SLIDE_TYPE_BRIGHTFIELD,0.158309027777778,0.158834185848252,Adimec Q-12A-180Fc,Pannoramic 1000,290304,127744,0.158309027777778,0.15883418584825201,40,mirax
/home/weismanal/projects/idibell/repo/data/0049547258.mrxs,1.6,Adimec Q-12A-180Fc,40,Plan-Apochromat,63.0629921773564,PannoramicSlide,28/06/2021 17:50:33,SLIDE_TYPE_BRIGHTFIELD,0.158309027777778,0.158834185848252,Adimec Q-12A-180Fc,Pannoramic 1000,288768,150528,0.158309027777778,0.15883418584825201,40,mirax
